scrapping_date,hotel_name,hotel_address,review_score,review_rating_category,customer_review_count,room_type_block,num_of_days_stayed,date_of_stay,traveller_type,review_score_badge,review_text_positive,review_text_negative,review_date
2022-12-10 07:19:40.506481,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
1 night · 

February 2022

","
February 2022
","
Couple
", 7.0 ,was clean staff was nice!,homeless people all over right near metodone mile not safe to walk around in that area.,"
February 2022
"
2022-12-10 07:19:40.518572,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
2 nights · 

January 2022

","
January 2022
","
Solo traveler
", 8.0 ,Staff were very nice and helpful and the location is perfect.,The rooms could've been cleaner and I wish breakfast came with the room.,"
January 2022
"
2022-12-10 07:19:40.531163,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
4 nights · 

January 2022

","
January 2022
","
Couple
", 8.0 ,proximity across from the hospital as my wife had a major surgery it allowed me to be at the hospital as much as I could,expensive parking,"
January 2022
"
2022-12-10 07:19:40.543164,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Double Room - Disability Access
","
1 night · 

January 2022

","
January 2022
","
Couple
", 9.0 ,great location,N/A,"
January 2022
"
2022-12-10 07:19:40.553164,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
3 nights · 

January 2022

","
January 2022
","
Couple
", 8.0 ,Convenient to all local attractions,Mone,"
January 2022
"
2022-12-10 07:19:40.564995,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room - Disability Access
","
1 night · 

December 2021

","
December 2021
","
Couple
", 9.0 ,"centrally located, very easy to check in, had an in house restaurant which was nice too….",parking half an extra fee…. kind of annoying but understandable because it was downtown….,"
December 2021
"
2022-12-10 07:19:40.577014,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
1 night · 

December 2021

","
December 2021
","
Group
", 7.0 ,It was very loud when the clubs let out,N/A,"
December 2021
"
2022-12-10 07:19:40.588287,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
2 nights · 

December 2021

","
December 2021
","
Solo traveler
", 9.0 ,Room 527 king bed. Stayed in downtown Boston and loved it all,Didn’t use much of the amenities so I can’t comment,"
December 2021
"
2022-12-10 07:19:40.603800,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
3 nights · 

November 2021

","
November 2021
","
Couple
", 8.0 ,The Wireless network is unencrypted. This should urgently be addressed.,N/A,"
November 2021
"
2022-12-10 07:19:42.733290,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
1 night · 

December 2021

","
December 2021
","
Couple
", 7.0 ,"The location was perfect, the property was very pretty. The staff was kind and helpful.","The bed was not very comfortable and the pillows were terrible. So so so flat. Even with 2 my head was on the bed. House keeping tried to clean the room at 8 am waking us up, and one of the two elevators was out of order which caused a backup of people standing close together waiting during a pandemic.","
December 2021
"
2022-12-10 07:19:42.749538,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
1 night · 

November 2021

","
November 2021
","
Couple
", 9.0 ,Great location with easy access to mass transit,Placed in a handicap room with a really small.,"
November 2021
"
2022-12-10 07:19:42.764760,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
2 nights · 

November 2021

","
November 2021
","
Couple
", 7.0 ,"It was in a good location, right near some really great bars and not too far to walk to the shops etc. The shop onsite was really handy for drinks and snacks etc. Staff were welcoming and friendly.","The rooms was quite dated, we looked out onto what I presume were some unused ymca courts, really odd view. The shower head was also so low, not sure if this was just the standard thing but other hotels we have stayed in since around the area have been normal sized showers.","
November 2021
"
2022-12-10 07:19:42.779863,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room - Disability Access
","
1 night · 

November 2021

","
November 2021
","
Family
", 7.0 ,The atmosphere was very pleasant. Staff was friendly.,The smell of Marijuana.,"
November 2021
"
2022-12-10 07:19:42.800607,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
5 nights · 

October 2021

","
October 2021
","
Couple
", 7.0 ,"Staff were friendly. 
Downtown/ Chinatown location","Rate included breakfast but on arrival.told this was a $15 limit. Wifi not free unless you ask ! Breakfast not available on two days had to use Starbucks in Lobby. One elevator  out of order the other on go slow!! Not enough staff in bar in evening.
Rooms clean comfortable but dated, it has been a long time since I seen an I pod docking station/Clock","
October 2021
"
2022-12-10 07:19:42.814565,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
3 nights · 

October 2021

","
October 2021
","
Family
", 7.0 ,"We had no maid service the entire  stay.  We had to ask for fresh towels.   
OK",N/A,"
October 2021
"
2022-12-10 07:19:42.829041,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
City View Two Double Beds
","
4 nights · 

October 2021

","
October 2021
","
Family
", 7.0 ,It was a nice hotel and fairly convenient to most areas of Boston via the T. Front desk very helpful. Room was clean.,"Only valet parking available which was pricey but convenient. Most complaints were related to COVID  restrictions. No housekeeping, including emptying my own trash. At over 500/ night some basic amenities would be nice.  Hotel dining room has some issues with staffing and service. Waited over 45 minutes for breakfast one morning.","
October 2021
"
2022-12-10 07:19:42.843524,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
4 nights · 

September 2021

","
September 2021
","
Group
", 9.0 ,The location was so close to subways and within a 20 minute walk of most attractions,Breakfast was horrible and definitely not worth the money I paid for eggs.,"
September 2021
"
2022-12-10 07:19:42.855436,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room - Disability Access
","
1 night · 

September 2021

","
September 2021
","
Couple
", 8.0 ,Staff very pleasant went out of way to be helpful. Room very comfortable. Location was good and warm cookies big hit!,Our bathroom rug has a stain/dirty and water in bathroom faucet first sputtered and then came out dirty before running clear.,"
September 2021
"
2022-12-10 07:19:42.865444,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
2 nights · 

August 2021

","
August 2021
","
Group
", 8.0 ,No breakfast,None,"
August 2021
"
2022-12-10 07:19:44.958215,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
2 nights · 

July 2021

","
July 2021
","
Family
", 7.0 ,"Location,  good ambiance, staffs were nice. They were taking care of the safety during this Covid-19 pandemic..","Elevator wasn't working,  so it was difficult for people with big luggage to go for check in desk..Hope , it should be repaired soon..
For breakfast,  rather than going to Starbucks, it would be nice to have their own breakfast arrangement...","
July 2021
"
2022-12-10 07:19:44.973054,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
2 nights · 

July 2021

","
July 2021
","
Family
", 8.0 ,We had to pay for parking!,N/A,"
July 2021
"
2022-12-10 07:19:44.987362,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
1 night · 

June 2021

","
June 2021
","
Family
", 8.0 ,We loved our room!!,Everything was nice!!,"
June 2021
"
2022-12-10 07:19:44.999629,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Double Room - Disability Access
","
1 night · 

July 2021

","
July 2021
","
Family
", 8.0 ,"Great Starbucks breakfast, very nice rooms, great service from housekeeping and front desk.",Parking situation was bad. Hard to get into. $55 valet parking for two cars was very expensive and not something I knew about when booking.,"
July 2021
"
2022-12-10 07:19:45.012050,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room - Disability Access
","
4 nights · 

June 2021

","
June 2021
","
Family
", 8.0 ,Everything was good,nothing,"
June 2021
"
2022-12-10 07:19:45.025050,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room - High Floor
","
3 nights · 

May 2021

","
May 2021
","
Couple
", 7.0 ,Location.,"Vending and ice  machine were not working. 
Bar,' kitchen closed at 9 pm on sunday. 
Parking was 49 USD,  much more expensive vs booking information","
May 2021
"
2022-12-10 07:19:45.038182,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
4 nights · 

May 2021

","
May 2021
","
Family
", 9.0 ,The beds were extremely comfortable.  All staff we came into contact with were very nice and knowledgeable.  We were able to check in early which was extremely helpful.  Great location,"We happened to be there when the fire warnings went off at 12:30 a.m.  It was very disconcerting, loud and annoying.  It took a little too long for the person giving the all clear to let us know.","
May 2021
"
2022-12-10 07:19:45.054520,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
2 nights · 

April 2021

","
April 2021
","
Couple
", 7.0 ,"We had a late flight so following our check out, the front desk held on to our luggage until we were ready to head to the airport. Nice touch!",Had to change our room due to plumbing issues. Ice machine on our floor was broken and soda machine was completely empty,"
April 2021
"
2022-12-10 07:19:45.068521,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
1 night · 

April 2021

","
April 2021
","
Solo traveler
", 8.0 ,"Clean, comfortable room with great WIFI connection. The room was spacious and had microwave, coffee maker and office area. Close to Chinatown, Boston Common, everything!",I had a bad experience with restaurant food,"
April 2021
"
2022-12-10 07:19:45.081726,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
1 night · 

April 2021

","
April 2021
","
Solo traveler
", 7.0 ,"This property was clean and COVID friendly; The rooms were clean and comfortable; and the location convenient, close to Tufts Med Center, subway station, Chinatown and shopping.  There is a Starbucks in same building and a restaurant/bar on site.",The rooms are pretty small. The layout of room floors is not convenient; hard to find areas of hotel.,"
April 2021
"
2022-12-10 07:19:47.209675,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
4 nights · 

December 2020

","
December 2020
","
Solo traveler
", 8.0 ,Overall the hotel was extremely convenient in relation to where I needed to be while staying in Boston. Everything I needed was within walking distance staff were very accommodating and giving me directions each day. Loved the Starbucks in the lobby and how amazing the staff were. The restaurants food was delicious and is it just a pop down to the lobby and pick it up.,I thought the shower could’ve been cleaned a little bit better And I did not appreciate that the railing was broken could’ve caused an accident had I actually needed it to get up. Also I was not impressed with the $10 a day charge for Wi-Fi after reading online at the hotel had free Wi-Fi. There are a couple hidden costs which you were unaware of until check-in that add up the initial cost if you stay. If you’re traveling on a budget it can be quite frustrating. But overall The friendliness of the staff made up for the minor inconveniences of the hidden costs. One staff member David Went above and beyond to accommodate and assist me he was brilliant.,"
December 2020
"
2022-12-10 07:19:47.233563,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room - Disability Access
","
1 night · 

November 2020

","
November 2020
","
Couple
", 7.0 ,bed very comfortable.,TV didn't work and waited an extremely long time for someone to fix it.  baseboard in bathroom in room 554 in front of the sink had lots of hair stuck in the top of it. otherwise the room was clean,"
November 2020
"
2022-12-10 07:19:47.256095,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room - Disability Access
","
1 night · 

November 2020

","
November 2020
","
Family
", 8.0 ,Rooms were clean and comfortable,Parking too expensive,"
November 2020
"
2022-12-10 07:19:47.275936,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
1 night · 

October 2020

","
October 2020
","
Couple
", 9.0 ,Price for parking,N/A,"
October 2020
"
2022-12-10 07:19:47.297501,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
1 night · 

September 2020

","
September 2020
","
Family
", 9.0 ,The property was excellent. Close to the subway and easy to get around,Nothing,"
September 2020
"
2022-12-10 07:19:47.318915,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
3 nights · 

September 2020

","
September 2020
","
Solo traveler
", 8.0 ,Location.,It is old very old.,"
September 2020
"
2022-12-10 07:19:47.340455,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
3 nights · 

September 2020

","
September 2020
","
Couple
", 7.0 ,I didn’t like that you had to pay extra to park your car there,N/A,"
September 2020
"
2022-12-10 07:19:47.358682,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
1 night · 

September 2020

","
September 2020
","
Solo traveler
", 7.0 ,No.,N/A,"
September 2020
"
2022-12-10 07:19:47.376593,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
1 night · 

August 2020

","
August 2020
","
Group
", 9.0 ,Room was very spacious and comfortable!! Great location. Will definitely use them again! Overall a great experience.,"I realize parking space is at a premium in downtown Boston but for the price of the room, I didn't expect to pay so much for parking at the hotel. And they need to keep better track of how many spaces they have available and who is parking in their lot.","
August 2020
"
2022-12-10 07:19:47.397883,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
1 night · 

August 2020

","
August 2020
","
Solo traveler
", 9.0 ,"I enjoyed the comfortable beds, and clean living space. Everything was well maintained.",N/A,"
August 2020
"
2022-12-10 07:19:49.598654,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
1 night · 

July 2020

","
July 2020
","
Couple
", 9.0 ,"Staff was courteous, well trained and efficient.",Tonic water from bar tasted funny.,"
July 2020
"
2022-12-10 07:19:49.619719,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
1 night · 

June 2020

","
June 2020
","
Family
", 7.0 ,It’s was clean and comfortable,The area was horrible and parking was extremely expensive,"
June 2020
"
2022-12-10 07:19:49.648525,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
2 nights · 

July 2020

","
July 2020
","
Group
", 8.0 ,"Nice big room, clean and comfortable. Very good location","We did not like the smell in the room, it smelled smoke. Also, the hotel does not provide water, that was the first time I did not have water at the hotel reception. You can buy it for $8 per bottle at reception. This is a robbery.","
July 2020
"
2022-12-10 07:19:49.669398,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
2 nights · 

June 2020

","
June 2020
","
Family
", 8.0 ,Had to pay for parking and the parking spot wasn’t guaranteed,N/A,"
June 2020
"
2022-12-10 07:19:49.690031,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
3 nights · 

May 2020

","
May 2020
","
Solo traveler
", 9.0 ,"Location, room, bed, staff and accommodation. It was all good.  I would stay there again. The only thing was the world situation that deprived us from walking around freely.","The price was not so bad but there would be maybe some discount based on goals, length of stay, etc.","
May 2020
"
2022-12-10 07:19:49.713598,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
3 nights · 

February 2020

","
February 2020
","
Solo traveler
", 8.0 ,Location is always good.,"The room was updated, including the bathroom EXCEPT the shower.  It was small and not up to the rest of the  style of the unit.","
February 2020
"
2022-12-10 07:19:49.737170,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
4 nights · 

March 2020

","
March 2020
","
Family
", 8.0 ,"very clean, comfortable bed and very nice pillow.  I like a great pillow.  Staff always pleasant and answered our questions",Wifi possible in the room without becoming a member.  Breakfast included without upgrading,"
March 2020
"
2022-12-10 07:19:49.759828,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room - Disability Access
","
1 night · 

March 2020

","
March 2020
","
Solo traveler
", 9.0 ,"The location of the hotel, size of the room and comfort of the bed suited me completely.",Nothing that matter.,"
March 2020
"
2022-12-10 07:19:49.782660,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
City View Two Double Beds
","
3 nights · 

March 2020

","
March 2020
","
Family
", 9.0 ,location was perfect for my needs. Room was clean and excellent for me and my guest. Slept comfortably.,We had an issue with the wifi. It was not free at first but we got it only after some complaints.,"
March 2020
"
2022-12-10 07:19:49.806382,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
9 nights · 

January 2020

","
January 2020
","
Couple
", 7.0 ,"The location is fine, just a walking distance from everything; there are a bunch of restaurants and supermarket 5 minutes walking. The room was always clean, especially the bathroom and the cleaning ladies were always very polite and nice.","The girls at the reception desk were unfriendly, no welcome or ""how are you"", only ""surname?"" and ""you have to pay""... no politeness at all.","
January 2020
"
2022-12-10 07:19:52.001521,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
5 nights · 

January 2020

","
January 2020
","
Family
", 7.0 ,I liked the rooms and the large windows. The beds were comfy,"I think WiFi should be provided in the rooms, it is in most hotels. It’s a bit inconvenient when you travel oversees and your phone doesn’t work except in the lobby by Starbucks","
January 2020
"
2022-12-10 07:19:52.021553,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
2 nights · 

January 2020

","
January 2020
","
Group
", 8.8 ,No free wifi in rooms,N/A,"
January 2020
"
2022-12-10 07:19:52.040464,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
1 night · 

December 2019

","
December 2019
","
Solo traveler
", 9.0 ,Very clean and comfortable. Friendly staff.,N/A,"
December 2019
"
2022-12-10 07:19:52.058864,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
1 night · 

December 2019

","
December 2019
","
Couple
", 7.0 ,"Good value for money with discount 
Great coffee machine in the room, easy to use and tasty coffee.","The tv had  no signal.
Staff at reception not helpful when we were looking for the valet to pick up our stored luggage. 
The bath looked dated","
December 2019
"
2022-12-10 07:19:52.071120,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room - Disability Access
","
3 nights · 

December 2019

","
December 2019
","
Couple
", 9.0 ,"Pretty much EVERYTHING. Room was lovely, staff attentive. Location perfect","The housekeeping was not amazing, in a sense that our was not made one day. All in all a tiny gripe and not worth worrying over.
Also not really a problem for us but tge lifts could be slightly bigger if you are a family of 4 with bags may take a few trips. May also be a tight squeeze for persons in wheelchairs","
December 2019
"
2022-12-10 07:19:52.088903,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
4 nights · 

December 2019

","
December 2019
","
Family
", 8.0 ,Room and service really good,Housekeeping knocked awfully early,"
December 2019
"
2022-12-10 07:19:52.106126,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
7 nights · 

December 2019

","
December 2019
","
Group
", 8.0 ,"Loved the warm welcome, helpful staff, lounge, lovely atmosphere, comfortable bed, cleanliness. The hotel is near the metro station, which is very convenient. The hotel guests are allowed access to the ymca gym, which offers a whole range of equipments and classes. The hotel showed much interest in its customers by keeping in touch via messaging. And yes, absolutely loved the warm cookies!","Small shower cabin, not enough lighting","
December 2019
"
2022-12-10 07:19:52.122465,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
City View Two Double Beds
","
3 nights · 

December 2019

","
December 2019
","
Family
", 8.3 ,The hotel is near downtown and station.,It was uncomfortable to use toilet because of the low water pressure. Also double beds are a bit small for 2 people.,"
December 2019
"
2022-12-10 07:19:52.138582,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
1 night · 

December 2022

","
December 2022
","
Couple
", 10 ,located across the street from Tufts Medical Center,the valet forgetting to give me back my key fob after starting my car.,"
December 2022
"
2022-12-10 07:19:52.155218,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
4 nights · 

November 2022

","
November 2022
","
Couple
", 10 ,"I liked the lobby, room size, location.",shower - very small,"
November 2022
"
2022-12-10 07:19:54.307557,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room - High Floor
","
1 night · 

November 2022

","
November 2022
","
Family
", 10 ,"Excellent location, easy valet parking. Staff was very friendly and helpful- and they have delicious cookies!",Nothing- we really enjoyed our room!,"
November 2022
"
2022-12-10 07:19:54.329573,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
2 nights · 

October 2022

","
October 2022
","
Couple
", 4.0 ,"I have very many dislikes. First I dont like how the parking is. My fiance and I are from Kansas and it was our fist time in a big city such as Boston. We finally found a place to park and the staff said it was okay to park there..we walked out to a $90 parking ticket. I had made request to leave flowers in the room. The request was confirmed yet we walked in the room without. Damper when you are asking you're asking your girlfriend to marry you. The toilet ran all night but I went ahead and fixed that. The room did not feel the worth of what I paid. It didn't feel updated, it just looked worn out. I have stayed at multiple Doubletree's but this one makes the do not return list as your other facilities have been nothing but amazing.",N/A,"
October 2022
"
2022-12-10 07:19:54.349700,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
3 nights · 

September 2022

","
September 2022
","
Couple
", 10 ,location was great!!,N/A,"
September 2022
"
2022-12-10 07:19:54.370328,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
1 night · 

October 2022

","
October 2022
","
Group
", 4.0 ,location,"price
too expensive 
no water in the room
parking expensive","
October 2022
"
2022-12-10 07:19:54.390728,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
2 nights · 

September 2022

","
September 2022
","
Family
", 10 ,great staff and perfect location,nothing,"
September 2022
"
2022-12-10 07:19:54.406901,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
City View King Bed
","
1 night · 

September 2022

","
September 2022
","
Couple
", 3.0 ,"Allocation, the staff",I paid extra for a room with a city view and what I got was a rooftop view of a play yard. I was very disappointed. My husband and I were there our anniversary and it was not to be expectations that it used to be. Room 562,"
September 2022
"
2022-12-10 07:19:54.429293,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Double Room - Disability Access
","
1 night · 

August 2022

","
August 2022
","
Couple
", 3.0 ,rooms are spacious and location is pretty good,I’ve been charged more than once and different amount a I have contacted numerous times without reply,"
August 2022
"
2022-12-10 07:19:54.450503,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
2 nights · 

August 2022

","
August 2022
","
Couple
", 10 ,"beds were comfortable, room nice, beautiful motel, very clean",I didn't like being charged $55 per day parking. A guest should not have to pay for parking especially at that rate.,"
August 2022
"
2022-12-10 07:19:54.472563,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Double Room - Disability Access
","
1 night · 

August 2022

","
August 2022
","
Family
", 1.0 ,I liked the location of the building,"I was ""overbooked"" even though i booked my room a month in advance. Then the ""fix"" didn't work. Ended up in a room with a floor a/c unit with a hose running out.the window. Right next to the mold on the window sill. No breakfast was included. Old man Hilton would be proud. The company ripped me off just like he woulda liked. I will not be staying there again.","
August 2022
"
